SampleName,Longitude,Latitude
Binney2017_E4209,113.4,43.72
Binney2017_E4210,113.9,43.86
Binney2017_E4211,115.2,43.92
Binney2017_E4212,116.2,43.87
Binney2017_E4282,-179,71.17
Bjune_a1,27.06458481,70.55169579
Bjune_a2,30.07015357,70.55866661
Bjune_a3,23.60685182,70.39396422
Bjune_a4,25.09131761,70.29950701
Bjune_a5,26.68802409,70.36492983
Bjune_a6,28.58153336,70.09098899
Bjune_a7,29.55515835,69.72344617
Bjune_a8,30.75571408,69.59757905
Bjune_a9,19.27912007,69.77125353
Bjune_a10,21.06491521,69.81370903
Bjune_a11,23.37731887,69.93680989
Bjune_a12,29.55515835,69.88469532
Bjune_a13,25.85593541,69.60194031
Bjune_a14,18.20582576,69.45592733
Bjune_a15,19.18809261,69.29038915
Bjune_a16,21.50353928,69.47850345
Bjune_a17,22.61082007,69.2107453
Bjune_a18,23.74625061,69.2008841
Bjune_a19,25.54989101,69.14848283
Bjune_a20,16.13028755,68.80644939
Bjune_a21,17.94947263,68.89230536
Bjune_a22,19.45342362,68.98168642
Bjune_a23,22.96854664,68.97734722
Bjune_a24,14.91433974,68.52319343
Bjune_a25,15.93321223,68.42195688
Bjune_a26,17.76815778,68.49770042
Bjune_a27,14.62823642,67.31460518
Bjune_a28,15.72365176,67.42553858
Bjune_a29,15.44601317,66.80847666
Bjune_a30,13.47579223,66.17453124
Bjune_a31,14.49895129,66.15789467
Bjune_a32,13.35516623,65.53612636
Bjune_a33,14.50371529,65.80083041
Bjune_a34,11.56644607,64.93345778
Bjune_a35,13.08399196,64.86424763
Bjune_a36,13.65124978,64.91534365
Bjune_a37,11.54701107,64.43816123
Bjune_a38,12.74949615,64.47173081
Bjune_a39,13.9445633,64.4986185
Bjune_a40,10.39357833,63.94202403
Bjune_a41,11.63212399,62.93338025
Bjune_a42,12.73813735,64.18066977
Bjune_a43,8.80633791,63.32576063
Bjune_a44,10.60812358,63.34016491
Bjune_a45,11.63015545,63.43723203
Bjune_a46,7.53958917,62.71067268
Bjune_a47,9.51654573,62.73616653
Bjune_a48,10.50776181,62.83406001
Bjune_a49,11.84784997,62.88158682
Bjune_a50,5.61435454,62.13292304
Bjune_a51,6.49185109,61.2417647
Bjune_a52,8.16218037,62.26514817
Bjune_a53,9.07673765,62.14647364
Bjune_a54,10.52092436,62.32757926
Bjune_a55,11.49265408,62.21835293
Bjune_a56,8.01557577,61.56125338
Bjune_a57,9.35624847,61.60563094
Bjune_a58,10.63079359,61.68167011
Bjune_a59,11.7513539,61.67720907
Bjune_a60,5.7681274,61.00898888
Bjune_a61,8.07719575,61.13342954
Bjune_a62,9.26261166,61.00793813
Bjune_a63,10.5206517,61.09301038
Bjune_a64,11.6213471,61.07883202
Bjune_a65,12.62875179,61.05740686
Bjune_a66,5.71039933,60.38486013
Bjune_a67,6.89275435,60.54086662
Bjune_a68,8.21180096,60.49859584
Bjune_a69,9.25200469,60.60214307
Bjune_a70,10.31588896,60.49263964
Bjune_a71,11.77784203,60.51422134
Bjune_a72,5.95793464,59.83185413
Bjune_a73,6.9923275,59.84361784
Bjune_a74,8.22339381,59.78299877
Bjune_a75,9.50357463,59.86783856
Bjune_a76,10.56893258,60.00225544
Bjune_a77,11.72711824,59.952863
Bjune_a78,6.16882319,59.34417458
Bjune_a79,7.30457759,59.3531164
Bjune_a80,8.33123619,59.37768917
Bjune_a81,9.47975323,59.32823133
Bjune_a82,10.98450749,59.36340881
Bjune_a83,11.7058611,59.29472418
Bjune_a84,6.16764432,58.7016659
Bjune_a85,7.38886222,58.76045916
Bjune_a86,8.44897132,58.84478672
Bjune_a87,9.41330886,58.92074049
Bjune_a88,7.44949327,58.17372197
Bjune_a89,8.47289016,58.29522351
Bjune_a90,29.01911774,69.06558362
Bjune_a91,29.17990774,69.1685985
Bjune_a92,29.16538604,69.30157917
Bjune_a93,29.825,69.5035
Bjune_a94,29.95125671,69.55746461
Bjune_a95,29.44119385,69.63263445
Bjune_a96,4.9973034,60.3805846
Bjune_a97,6.1,60.2633333333333
Bjune_a98,5.36628318,60.1979378
Bjune_a99,6.52664286,58.4107579
Bjune_a100,6.6696387,58.3972664
Bjune_a101,8.01899216,58.2997331
Bjune_a102,8.58134141,58.7887031
Bjune_a103,10.21158041,59.5462122
Bjune_a104,10.7085095,60.689353
Bjune_a105,5.88395287,61.4124358
Bjune_a106,5.49378193,61.3472193
Bjune_a107,5.35952932,61.1980915
Bjune_a108,5.57214045,60.8352004
Bjune_a109,5.57330965,60.7211002
Bjune_a110,6.12798446,60.7952305
Bjune_a111,6.21041512,60.6083083
Bjune_a112,6.07511495,60.5281489
Bjune_a113,6.06281109,60.3418947
Bjune_a114,5.41666666666667,60.3616666666667
Bjune_a115,5.5645958,61.247485
Bjune_a116,7.87820966,58.4351069
Bjune_a117,7.97566472,58.3820299
Bjune_a118,8.02442042,58.5979773
Bjune_a119,7.73400252,58.5397559
Bjune_a120,7.74933571,58.3018718
Bjune_a121,7.93598648,59.0724023
Bjune_a122,8.74810679,58.9328305
Bjune_a123,8.58732378,59.0132447
Bjune_a124,8.82755122,59.02636
Bjune_a125,8.80402723,59.1807916
Bjune_a126,9.66384674,59.5761783
Bjune_a127,10.01170275,59.7230284
Bjune_a128,9.71707186,59.664801
Bjune_a129,10.18603454,59.6245788
Bjune_a130,9.15510025,60.5771508
Bjune_a131,9.62233257,60.6772513
Bjune_a132,10.16373881,60.4626249
Bjune_a133,9.91346135,60.3568227
Bjune_a134,10.14294719,59.9734019
Bjune_a135,10.62341315,60.2719218
Bjune_a136,8.71144669,59.7831791
Bjune_a137,8.58985476,59.8214686
Bjune_a138,9.1601104,59.742092
Bjune_a139,9.19788925,60.4127856
Bjune_a140,6.64081914,58.4443587
Bjune_a141,5.26915354,60.3534364
Bjune_a142,6.71270969,58.4456618
Bjune_a143,6.48710976,58.4369445
Bjune_a144,7.23480793,58.4224717
Bjune_a145,6.81329264,58.3989013
Bjune_a146,8.53317377,58.897208
Bjune_a147,7.83515118,58.3386119
Bjune_a148,6.79877996,58.4669344
Bjune_a149,10.51858691,60.3117778
Bjune_a150,5.62,60.4233333333333
Bjune_a151,20.9333333333333,68.85
Bjune_a152,21.0833333333333,68.4666666666667
Bjune_a153,21.0333333333333,68.3666666666667
Bjune_a154,21.25,68.35
Bjune_a155,22.0166666666667,68.2666666666667
Bjune_a156,21.8,68.1833333333333
Bjune_a157,19.7166666666667,68.2333333333333
Bjune_a158,19.4166666666667,68.2666666666667
Bjune_a159,19.1666666666667,68.3333333333333
Bjune_a160,19.1,68.35
Bjune_a161,22.7,67.75
Bjune_a162,22.65,67.4833333333333
Bjune_a163,22.55,67.4166666666667
Bjune_a164,22.5166666666667,67.3833333333333
Bjune_a165,21.7,67.4333333333333
Bjune_a166,22.2,67.7166666666667
Bjune_a167,22.4333333333333,67.7166666666667
Bjune_a168,22.6166666666667,67.6166666666667
Bjune_a169,22.6333333333333,67.55
Bjune_a170,22.0333333333333,67.3666666666667
Bjune_a171,19.7166666666667,68.2333333333333
Bjune_a172,19.7,68.2333333333333
Bjune_a173,19.3833333333333,68.2666666666667
Bjune_a174,19.15,68.3333333333333
Bjune_a175,20.6333333333333,67.75
Bjune_a176,20.7666666666667,67.75
Bjune_a177,20.45,67.9666666666667
Bjune_a178,15.0666666666667,68.9333333333333
Bjune_a179,15.3666666666667,68.7166666666667
Bjune_a180,15.15,68.7666666666667
Bjune_a181,14.8666666666667,68.5166666666667
Bjune_a182,14.4666666666667,68.7666666666667
Bjune_a183,16.3833333333333,68.65
Bjune_a184,17.75,68.4666666666667
Bjune_a185,17.2666666666667,68.5333333333333
Bjune_a186,18.0666666666667,68.4333333333333
Bjune_a187,7.98666666666667,59.6266666666667
Bjune_a188,8.00666666666667,58.245
Bjune_a189,7.54166666666667,59.67
Bjune_a190,7.52833333333333,59.1733333333333
Bjune_a191,7.91333333333333,58.145
Bjune_a192,7.73666666666667,58.54
Bjune_a193,6.99333333333333,59.8433333333333
Bjune_a194,7.43666666666667,59.7666666666667
Bjune_a195,7.255,59.7983333333333
Bjune_a196,7.30833333333333,59.3433333333333
Bjune_a197,7.785,58.3266666666667
Bjune_a198,7.51,59.6633333333333
Bjune_a199,7.53833333333333,59.6633333333333
Bjune_a200,7.21,59.8166666666667
Bjune_a201,7.34333333333333,59.32
Bjune_a202,7.34666666666667,59.56
Bjune_a203,7.35166666666667,59.5583333333333
Bjune_a204,7.02166666666667,59.8516666666667
Bjune_a205,7.80833333333333,59.6066666666667
Bjune_a206,7.98333333333333,59.57
Bjune_a207,7.57666666666667,59.765
Bjune_a208,8.055,59.6816666666667
Bjune_a209,8.02333333333333,59.575
Bjune_a210,8.02,59.5466666666667
Bjune_a211,7.82,58.6666666666667
Bjune_a212,7.80166666666667,58.6233333333333
Bjune_a213,7.79333333333333,58.4566666666667
Bjune_a214,7.79833333333333,58.3616666666667
Bjune_a215,7.815,58.7633333333333
Bjune_a216,7.8,58.6466666666667
Bjune_a217,7.74833333333333,58.3
Bjune_a218,7.74,58.2733333333333
Bjune_a219,7.785,58.2616666666667
Bjune_a220,7.84833333333333,58.2966666666667
Bjune_a221,7.79,58.3166666666667
Bjune_a222,8.025,58.2216666666667
Bjune_a223,7.87,58.185
Bjune_a224,7.74333333333333,58.0766666666667
Bjune_a225,7.785,58.3366666666667
Bjune_a226,8.05333333333333,58.2716666666667
Bjune_a227,8.00333333333333,58.325
Bjune_a228,7.825,58.245
Bjune_a229,7.72,58.1366666666667
Bjune_a230,8.28833333333333,58.2466666666667
Bjune_a231,8.24166666666667,58.1883333333333
Bjune_a232,8.19666666666667,58.1733333333333
Bjune_a233,8.24833333333333,58.2216666666667
Bjune_a234,7.40833333333333,59.8083333333333
Bjune_a235,7.41666666666667,59.795
Bjune_a236,7.415,59.77
Bjune_a237,7.65166666666667,59.7616666666667
Bjune_a238,7.25333333333333,59.8083333333333
Bjune_a239,19.2683333333333,69.945
Bjune_a240,18.8716666666667,69.8933333333333
Bjune_a241,19.4233333333333,70.005
Bjune_a242,25.795,71.095
Bjune_a243,29.6916666666667,70.54
Bjune_a244,24.7666666666667,71.0216666666667
Bjune_a245,23.715,70.655
Bjune_a246,29.12,70.6133333333333
Bjune_a247,25.7783333333333,71.0983333333333
Bjune_a248,27.78,70.4366666666667
Bjune_a249,25.7966666666667,71.0366666666667
Bjune_a250,23.6716666666667,70.6516666666667
Bjune_a251,24.08,70.245
Bjune_a252,19.4233333333333,70.005
Bjune_a253,27.1833333333333,70.455
Bjune_a254,19.6983333333333,70.2166666666667
Bjune_a255,29.6033333333333,70.5883333333333
Bjune_a256,29.5466666666667,70.5616666666667
Bjune_a257,8.69166666666667,63.7083333333333
Bjune_a258,8.45,63.4583333333333
Bjune_a259,9.54166666666667,63.3466666666667
Bjune_a260,8.58166666666667,63.2433333333333
Bjune_a261,9.54166666666667,63.1266666666667
Bjune_a262,9.43333333333333,63.0516666666667
Bjune_a263,9.41666666666667,63.0466666666667
Bjune_a264,9.54166666666667,62.7416666666667
Bjune_a265,9.83666666666667,62.2683333333333
Bjune_a266,29.6,70.1
Bjune_a267,7.94833333333333,61.5783333333333
Bjune_a268,7.94833333333333,61.55
Bjune_a269,8.71166666666667,61.465
Bjune_a270,8.66666666666667,61.4166666666667
Bjune_a271,8.25833333333333,61.5466666666667
Bjune_a272,8.795,61.3933333333333
Bjune_a273,8.96333333333333,62.0266666666667
Bjune_a274,9.44833333333333,62
Bjune_a275,7.94833333333333,61.59
Bjune_a276,7.84833333333333,61.5383333333333
Bjune_a277,8.76333333333333,61.39
Bjune_a278,8.82,61.3183333333333
Bjune_a279,10.0216666666667,62.3833333333333
Bjune_a280,10.08,61.85
Bjune_a281,10.155,61.6983333333333
Bjune_a282,8.15666666666667,61.66
Bjune_a283,9.63666666666667,62.2683333333333
Bjune_a284,8.14666666666667,61.66
Bjune_a285,9.87833333333333,61.65
Bjune_a286,10.2583333333333,61.555
Bjune_a287,10.2716666666667,61.565
Bjune_a288,10.3633333333333,61.11
Bjune_a289,10.875,60.835
Bjune_a290,11.3533333333333,60.345
Bjune_a291,11.2716666666667,60.2683333333333
Bjune_a292,11.365,60.2683333333333
Bjune_a293,11.4466666666667,60.2466666666667
Bjune_a294,11.4316666666667,59.8466666666667
Bjune_a295,11.4633333333333,59.6416666666667
Bjune_a296,11.385,59.6216666666667
Bjune_a297,11.365,59.29
Bjune_a298,11.6116666666667,59.0583333333333
Bjune_a299,6,59.8166666666667
Bjune_a300,20.7166666666667,69.1666666666667
Bjune_a301,18.85,69.9216666666667
Bjune_a302,23.725,70.6883333333333
Bjune_a303,25.7183333333333,71.125
Bjune_a304,27.5783333333333,70.59
Bjune_a305,31.0383333333333,70.3183333333333
Bjune_a306,28.875,70.4766666666667
Bjune_a307,10.8783333333333,60.8666666666667
Bjune_a308,9.7,61.52
Bjune_a309,10.1766666666667,61.7283333333333
Bjune_a310,9.865,61.6533333333333
Bjune_a311,10.7528333333333,79.7741666666667
Bjune_a312,10.7166666666667,79.7646666666667
Bjune_a313,10.8083333333333,79.6695
Bjune_a314,11.5416666666667,79.2658333333333
Bjune_a315,11.5583333333333,79.2583333333333
Bjune_a316,12.4771666666667,78.9511666666667
Bjune_a317,12.8463333333333,78.3238333333333
Bjune_a318,12.9238333333333,78.2658333333333
Bjune_a319,12.9416666666667,78.2311666666667
Bjune_a320,15.0333333333333,78.1
Bjune_a321,13.9555,77.7583333333333
Blyakharchuk_a1,95.011875,50.2694444444444
Blyakharchuk_a2,95.011875,50.2694444444444
Blyakharchuk_a3,95.011875,50.2694444444444
Blyakharchuk_a4,95.011875,50.2694444444444
Blyakharchuk_a5,95.011875,50.2694444444444
Blyakharchuk_a6,94.8007361111111,51.3213527777778
Blyakharchuk_a7,94.7195083333333,51.4044083333333
Blyakharchuk_a8,89.4666666666667,50.25
Blyakharchuk_a9,89.5833333333333,50.25
Blyakharchuk_a10,89.3434527777778,50.2239527777778
Blyakharchuk_a11,89.3434527777778,50.2239527777778
Blyakharchuk_a12,89.6073694444444,50.269
Blyakharchuk_a13,89.6073694444444,50.269
Blyakharchuk_a14,89.3434527777778,50.2239527777778
Blyakharchuk_a15,89.3434527777778,50.2239527777778
Blyakharchuk_a16,89.3434527777778,50.2239527777778
Blyakharchuk_a17,95.1816333333333,50.6177527777778
Blyakharchuk_a18,95.1816333333333,50.6177527777778
Blyakharchuk_a19,95.1816333333333,50.6177527777778
Blyakharchuk_a20,95.1816333333333,50.6177527777778
Blyakharchuk_a21,89.439636,54.686536
Blyakharchuk_a22,90.1497583333333,54.5340694444444
Blyakharchuk_a23,91.5135416666667,53.2888166666667
Blyakharchuk_a24,90.4243388888889,54.4927722222222
Blyakharchuk_a25,90.4243388888889,54.4927722222222
Blyakharchuk_a26,90.1497583333333,54.5340694444444
Blyakharchuk_a27,89.777,54.6133638888889
Blyakharchuk_a28,89.777,54.6133638888889
Blyakharchuk_a29,93.3551055555556,52.8626361111111
Blyakharchuk_a30,93.4260333333333,52.8030388888889
Blyakharchuk_a31,93.9166666666667,53.6666666666667
Blyakharchuk_a32,93.4657638888889,52.4794694444444
Blyakharchuk_a33,93.4657638888889,52.4794694444444
Blyakharchuk_a34,93.4657638888889,52.4794694444444
Bunting_b1,-5.0929556841815,58.252692990144
Bunting_b2,-5.0879299076364,58.253713357801
Bunting_b3,-5.089553135271,58.252775365904
Bunting_b4,-5.1128496661763,58.2656905529
Bunting_b5,-5.122902794776,58.263647646061
Bunting_b6,-5.1279289163224,58.262625899798
Bunting_b7,-5.1325972152681,58.238245413032
Bunting_b8,-5.129275230879,58.239225636121
Bunting_b9,-5.2544143338381,58.079705302861
Bunting_b10,-5.2526399040835,58.078851851476
Bunting_b11,-5.2493360104777,58.079835040132
Bunting_c1,-0.58748,54.37148
Bunting_c2,-0.58748,54.37148
Bunting_c3,-0.58748,54.37148
Bunting_c4,-0.58748,54.37148
Bunting_c5,-0.58748,54.37148
Bunting_c6,-0.58748,54.37148
Bunting_c7,-0.58748,54.37148
Bunting_c8,-0.58748,54.37148
Bunting_c9,-0.58748,54.37148
Bunting_c10,-0.86575,54.47463
Bunting_c11,-0.86575,54.47463
Bunting_c12,-0.86575,54.47463
Bunting_c13,-0.86575,54.47463
Bunting_c14,-0.86575,54.47463
Bunting_c15,-0.86575,54.47463
Bunting_c16,-0.86575,54.47463
Bunting_c17,-0.86575,54.47463
Bunting_c18,-0.86575,54.47463
Champvillair_a1,7.03580067777778,45.751033175
Champvillair_a2,7.039338375,45.7487745777778
Champvillair_a3,7.03222374166667,45.7453316777778
Champvillair_a4,7.02208474722222,45.7494673333333
Champvillair_a5,7.017582075,45.7505640888889
Champvillair_a6,6.96173275,45.7001023722222
Champvillair_a7,6.96150109166667,45.7007973611111
Champvillair_a8,6.96302402222222,45.6899508083333
Champvillair_a9,6.96169467222222,45.6852894
Champvillair_a10,6.96179759722222,45.6843470194444
Champvillair_a11,6.96406263333333,45.6831553638889
Champvillair_a12,6.966717725,45.6803436888889
Champvillair_a13,6.96670356944444,45.6774069305556
Champvillair_a14,6.96717941666667,45.6766863277778
Champvillair_a15,6.96845494722222,45.6762654638889
Champvillair_a16,6.97507959166667,45.6776848333333
Champvillair_a17,6.9747038,45.6779622916667
Champvillair_a18,6.97739020277778,45.6800157611111
Champvillair_a19,6.97891306111111,45.6802143166667
Champvillair_a20,6.98015601666667,45.6793963583333
Champvillair_a21,6.98122653611111,45.6789986777778
Champvillair_a22,6.983489975,45.6774107666667
Champvillair_a23,6.985872525,45.6760364638889
Champvillair_a24,6.99064186666667,45.6729783722222
Champvillair_a25,6.99602170555556,45.6723863805556
Champvillair_a26,6.99671099166667,45.6725061888889
Champvillair_a27,6.99810841944444,45.6701237777778
Colombaroli_a1,12.8367222222222,37.5835555555556
Colombaroli_a2,13.3766111111111,37.8869166666667
Colombaroli_a3,14.8699444444444,37.1792777777778
Colombaroli_a4,12.7967222222222,38.04075
Colombaroli_a5,13.05375,38.1382222222222
Colombaroli_a6,14.0235,37.8411666666667
Colombaroli_a7,14.4798333333333,37.8969166666667
Colombaroli_a8,14.1307222222222,37.8503611111111
Colombaroli_a9,14.0653055555556,37.8965833333333
Colombaroli_a10,13.1444444444444,38.0231111111111
Colombaroli_a11,14.8601666666667,37.17125
Colombaroli_a12,14.5026944444444,37.9004166666667
Colombaroli_a13,14.0715277777778,37.8608888888889
Colombaroli_a14,14.3233611111111,37.7486666666667
Colombaroli_a15,13.4003611111111,37.8685833333333
Colombaroli_a16,14.0923611111111,37.8274444444444
Colombaroli_a17,14.0199166666667,37.8446944444444
Colombaroli_a18,15.0072222222222,37.12125
Colombaroli_a19,13.4875,37.7181944444444
Colombaroli_a20,14.8721111111111,37.1792222222222
Colombaroli_a21,13.4347222222222,37.8458888888889
Colombaroli_a22,13.4084166666667,37.88625
Colombaroli_a23,14.4691944444444,37.9909166666667
Colombaroli_a24,13.4081111111111,37.8868888888889
Colombaroli_a25,14.1483333333333,37.8906944444444
Connor_a1,44.021,41.64
Connor_a2,44.021,41.641
Connor_a3,44.021,41.641
Connor_a4,43.9333333333333,41.3166666666667
Connor_a5,43.9333333333333,41.3166666666667
Connor_a6,43.9333333333333,41.3166666666667
Connor_a7,44.6781,41.8124833333333
Connor_a8,44.6781,41.8124833333333
Connor_a9,44.6769833333333,41.8125833333333
Connor_a10,44.8289333333333,41.8109833333333
Connor_a11,44.74015,41.8386666666667
Connor_a12,44.74015,41.8386666666667
Connor_a13,43.9333333333333,41.3166666666667
Connor_a14,43.9333333333333,41.3166666666667
Connor_a15,44.7215666666667,41.68675
Connor_a16,44.1702166666667,41.6603333333333
Connor_a17,45.321,41.574
Connor_a18,45.321,41.574
Connor_a19,45.321,41.574
Connor_a20,45.321,41.574
Connor_a21,44.855,41.585
Connor_a22,44.85,41.585
Connor_a23,44.842,41.584
Connor_a24,44.7218833333333,41.6862833333333
Connor_a25,44.7214666666667,41.6863
Connor_a26,44.7210166666667,41.6864166666667
Connor_a27,44.7205833333333,41.6864666666667
Connor_a28,44.3666666666667,41.5666666666667
Connor_a29,44.3666666666667,41.5666666666667
Connor_a30,44.3666666666667,41.5666666666667
Connor_a31,44.3666666666667,41.5666666666667
Connor_a32,44.1166666666667,41.5333333333333
Connor_a33,44.1166666666667,41.5333333333333
Connor_a34,44.1166666666667,41.5333333333333
Connor_a35,44.2140333333333,41.6498
Connor_a36,44.2140333333333,41.6498
Connor_a37,44.2140333333333,41.6498
Connor_a38,44.2140333333333,41.6498
Connor_a39,44.168,41.657
Connor_a40,44.168,41.656
Connor_a41,44.168,41.655
Connor_a42,43.7,41.3333333333333
Connor_a43,43.7,41.3333333333333
Connor_a44,43.7,41.3333333333333
Connor_a45,43.7,41.3333333333333
Connor_b1,-7.974534,37.043935
Connor_b2,-7.887022,37.130561
Connor_b3,-7.934192,37.241292
Connor_b4,-8.60266,37.97855
Connor_b5,-8.109223,37.257717
Connor_b6,-8.943263,37.101528
Connor_b7,-8.88489,37.2036
Connor_b8,-8.8893,37.2004
Connor_b9,-8.8305,38.02583
Connor_b10,-8.832389,38.02945
Connor_b11,-8.82375,38.43053
Connor_b12,-8.831389,38.42972
Connor_c1,41.7,40.1
Connor_d1,41.8012,41.863
Connor_e1,23.5218941,41.7332808
Connor_e2,25.2101482,41.4725863
Dambach_a1,15.45,48.3167
Dambach_a2,15.45,48.3167
Dambach_a3,15.45,48.3167
Dambach_a4,15.45,48.3167
Dambach_a5,15.45,48.3167
Dambach_a6,15.45,48.3167
Dambach_a7,15.45,48.3167
Dambach_a8,15.45,48.3167
Dambach_a9,15.45,48.3167
Dambach_a10,15.45,48.3167
Dambach_a11,15.45,48.3167
Dambach_a12,15.45,48.3167
Dambach_a13,15.45,48.3167
Dambach_a14,15.45,48.3167
Dambach_a15,15.45,48.3167
Dambach_a16,15.45,48.3167
Dambach_a17,15.3833,48.3833
Dambach_a18,15.3833,48.3833
Dambach_a19,15.3833,48.3833
Dambach_a20,15.3833,48.3833
Dambach_a21,15.3833,48.3833
Dambach_a22,15.3833,48.3833
Dambach_a23,15.3833,48.3833
Dambach_a24,15.3833,48.3833
Dambach_a25,15.3833,48.3833
Dambach_a26,15.3833,48.3833
Dambach_a27,15.3833,48.3833
Dambach_a28,15.3833,48.3833
Dambach_a29,15.3833,48.3833
Dambach_a30,15.3833,48.3833
Dambach_a31,15.65,48.3833
Dambach_a32,15.65,48.3833
Dambach_a33,15.65,48.3833
Dambach_a34,15.65,48.3833
Dambach_a35,15.65,48.3833
Dambach_a36,15.65,48.3833
Dambach_a37,15.65,48.3833
Dambach_a38,15.65,48.3833
Dambach_a39,15.65,48.3833
Dambach_a40,14.7833,48.45
Dambach_a41,14.7833,48.45
Dambach_a42,14.7833,48.45
Dambach_a43,14.7833,48.45
Dambach_a44,14.7833,48.45
Dambach_a45,14.7833,48.45
Dambach_a46,14.7833,48.45
Dambach_a47,14.7833,48.45
Dambach_a48,14.7833,48.45
Dambach_a49,14.7833,48.45
Dambach_a50,14.7833,48.45
Dambach_a51,14.7833,48.45
Dambach_a52,14.7833,48.45
Dambach_a53,14.7833,48.45
Dambach_a54,14.7833,48.45
Dambach_a55,14.7833,48.45
Dambach_a56,14.7833,48.45
Dambach_a57,14.8167,48.45
Dambach_a58,14.8167,48.45
Dambach_a59,14.8167,48.45
Dambach_a60,14.8167,48.45
Dambach_a61,14.8167,48.45
Dambach_a62,14.8167,48.45
Dambach_a63,14.8167,48.45
Dambach_a64,14.8167,48.45
Dambach_a65,15.0333,48.45
Dambach_a66,15.0333,48.45
Dambach_a67,15.0333,48.45
Dambach_a68,15.0333,48.45
Dambach_a69,15.0333,48.45
Dambach_a70,15.0333,48.45
Dambach_a71,15.0333,48.45
Dambach_a72,15.0333,48.45
Dambach_a73,15.0333,48.45
Dambach_a74,15.0333,48.45
Dambach_a75,15.0333,48.45
Dambach_a76,15.0333,48.45
Dambach_a77,15.0333,48.45
Dambach_a78,15.0333,48.45
Dambach_a79,15.0333,48.45
Dambach_a80,15.0333,48.45
Dambach_a81,15.0333,48.45
Dambach_a82,15.0333,48.45
Dambach_a83,15.0333,48.45
Dambach_a84,15.0333,48.45
Dambach_a85,15.1667,48.45
Dambach_a86,15.1667,48.45
Dambach_a87,15.1667,48.45
Dambach_a88,15.1667,48.45
Dambach_a89,15.1667,48.45
Dambach_a90,15.1667,48.45
Dambach_a91,15.1667,48.45
Dambach_a92,15.1667,48.45
Dambach_a93,15.1667,48.45
Dambach_a94,15.1667,48.45
Dambach_a95,15.1667,48.45
Dambach_a96,15.1667,48.45
Dambach_a97,15.1667,48.45
Dambach_a98,15.1667,48.45
Dambach_a99,8.4856,48.4956
Dambach_a100,8.4856,48.4956
Dambach_a101,8.4856,48.4956
Dambach_a102,8.4856,48.4956
Dambach_a103,8.4841,48.5007
Dambach_a104,8.4841,48.5007
Dambach_a105,8.4841,48.5007
Dambach_a106,8.4841,48.5007
Dambach_a107,8.4868,48.5008
Dambach_a108,8.4868,48.5008
Dambach_a109,8.4868,48.5008
Dambach_a110,8.4868,48.5008
Dambach_a111,8.4826,48.5015
Dambach_a112,8.4826,48.5015
Dambach_a113,8.4826,48.5015
Dambach_a114,8.4826,48.5015
Dambach_a115,8.4826,48.5015
Dambach_a116,8.4914,48.5034
Dambach_a117,8.4914,48.5034
Dambach_a118,8.4914,48.5034
Dambach_a119,8.4914,48.5034
Dambach_a120,8.4914,48.5034
Dambach_a121,8.4914,48.5034
Dambach_a122,8.4822,48.5046
Dambach_a123,8.4822,48.5046
Dambach_a124,8.4822,48.5046
Dambach_a125,8.4822,48.5046
Dambach_a126,8.4822,48.5046
Dambach_a127,8.4829,48.5138
Dambach_a128,8.4829,48.5138
Dambach_a129,8.4829,48.5138
Dambach_a130,8.4829,48.5138
Dambach_a131,8.4833,48.5147
Dambach_a132,8.4833,48.5147
Dambach_a133,8.4833,48.5147
Dambach_a134,8.4833,48.5147
Dambach_a135,8.4833,48.5147
Dambach_a136,8.4833,48.5147
Dambach_a137,8.4833,48.5147
Dambach_a138,8.4816,48.516
Dambach_a139,8.4816,48.516
Dambach_a140,8.4816,48.516
Dambach_a141,8.4816,48.516
Dambach_a142,8.4816,48.516
Dambach_a143,8.4816,48.516
Dambach_a144,8.4816,48.516
Dambach_a145,8.4816,48.516
Dambach_a146,8.4568,48.5244
Dambach_a147,8.4568,48.5244
Dambach_a148,8.4568,48.5244
Dambach_a149,8.4568,48.5244
Dambach_a150,8.4568,48.5244
Dambach_a151,8.4568,48.5244
Dambach_a152,8.4549,48.5247
Dambach_a153,8.4549,48.5247
Dambach_a154,8.4549,48.5247
Dambach_a155,8.4549,48.5247
Dambach_a156,8.4549,48.5247
Dambach_a157,8.3852,48.5294
Dambach_a158,8.3852,48.5294
Dambach_a159,8.3852,48.5294
Dambach_a160,8.3852,48.5294
Dambach_a161,8.3852,48.5294
Dambach_a162,15.1667,48.5333
Dambach_a163,15.1667,48.5333
Dambach_a164,15.1667,48.5333
Dambach_a165,15.1667,48.5333
Dambach_a166,15.1667,48.5333
Dambach_a167,8.4919,48.5428
Dambach_a168,8.4919,48.5428
Dambach_a169,8.4919,48.5428
Dambach_a170,8.4919,48.5428
Dambach_a171,8.4919,48.5428
Dambach_a172,8.3632,48.5454
Dambach_a173,8.3632,48.5454
Dambach_a174,8.3632,48.5454
Dambach_a175,8.3632,48.5454
Dambach_a176,8.3632,48.5454
Dambach_a177,8.4988,48.5486
Dambach_a178,8.4988,48.5486
Dambach_a179,8.4988,48.5486
Dambach_a180,8.4988,48.5486
Dambach_a181,8.4988,48.5486
Dambach_a182,15.2,48.55
Dambach_a183,15.2,48.55
Dambach_a184,15.2,48.55
Dambach_a185,15.2,48.55
Dambach_a186,15.2,48.55
